Distrito Geografico,Nombre Escuela,Tipo de Proyecto,Descripción del Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Cantidad Real Gastada,Duración Proyectada,Duración Real,Retraso,Desviación Presupuestaria
26,Q811 SPED - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,83700,136933.0,126733.0,122.0,84.0,-38.0,51.41
26,Q811 SPED - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,334800,681337.0,665837.0,156.0,240.0,84.0,98.88
26,Q811 SPED - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3900,2239.0,2239.0,121.0,5.0,-116.0,-42.59
26,Q811 SPED - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,17550,8954.0,8954.0,177.0,44.0,-133.0,-48.98
26,Q811 SPED - QUEENS,SCA Emergency Lighting,LL 41/16 COMPLIANCE,Design,Complete,2600,20145.0,20145.0,165.0,138.0,-27.0,674.81
27,P.S. 42 - QUEENS,SCA CIP,SANDY:INTERIOR SPACES / HEATING PLANT / FLOOD ELIM / SANITARY / STORM PIPING / HVAC / ELEC SYS / NON-SANDY: CLIMATE CTRL / ELEC SYS,Scope,Complete,251956,218691.0,218691.0,153.0,60.0,-93.0,-13.2
27,P.S. 42 - QUEENS,SCA CIP,SANDY:INTERIOR SPACES / HEATING PLANT / FLOOD ELIM / SANITARY / STORM PIPING / HVAC / ELEC SYS / NON-SANDY: CLIMATE CTRL / ELEC SYS,Design,Complete,991112,1581649.0,1450071.0,153.0,156.0,3.0,46.31
27,P.S. 42 - QUEENS,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS,Scope,Complete,166231,167700.0,167700.0,137.0,173.0,36.0,0.88
27,P.S. 42 - QUEENS,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS,Design,Complete,824628,562834.0,544807.0,159.0,174.0,15.0,-33.93
27,P.S. 43 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,17685,39477.0,39477.0,91.0,134.0,43.0,123.22
27,P.S. 43 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,70740,143998.0,143070.0,142.0,130.0,-12.0,102.25
27,P.S. 43 - QUEENS,SCA CIP,AIR CONDITIONING SPLIT SYSTEM / WINDOWS / CLIMATE CONTROL / EXTERIOR MASONRY,Scope,Complete,140840,193990.0,193990.0,144.0,789.0,645.0,37.74
27,P.S. 43 - QUEENS,SCA CIP,AIR CONDITIONING SPLIT SYSTEM / WINDOWS / CLIMATE CONTROL / EXTERIOR MASONRY,Design,Complete,704200,539644.0,475909.0,158.0,181.0,23.0,-32.42
27,P.S. 45 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,182490,114694.0,114694.0,141.0,126.0,-15.0,-37.15
27,P.S. 45 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,729960,679654.0,580970.0,152.0,79.0,-73.0,-20.41
27,P.S. 51 - QUEENS,SCA CIP,C OF O,Scope,Complete,7920,27204.0,27204.0,95.0,147.0,52.0,243.48
27,P.S. 51 - QUEENS,SCA CIP,C OF O,Design,Complete,35640,54321.0,44720.0,176.0,295.0,119.0,25.48
27,P.S. 51 - QUEENS,SCA CIP,C OF O,Construction,Complete,459360,414765.0,355588.0,299.0,296.0,-3.0,-22.59
27,P.S. 51 - QUEENS,SCA CIP,C OF O,"CM,F&E",Complete,85140,64731.0,63914.0,299.0,296.0,-3.0,-24.93
27,I.S. 53 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,141298,141108.0,141108.0,159.0,103.0,-56.0,-0.13
27,I.S. 53 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,608905,661166.0,644194.0,152.0,105.0,-47.0,5.8
27,I.S. 53 - QUEENS,SCA CIP,WALK-IN REFRIGERTAORS AND FREEZERS,Scope,Complete,11669,15501.0,15501.0,122.0,94.0,-28.0,32.84
27,I.S. 53 - QUEENS,SCA CIP,WALK-IN REFRIGERTAORS AND FREEZERS,Design,Complete,52511,45806.0,43297.0,151.0,128.0,-23.0,-17.55
27,I.S. 53 - QUEENS,SCA CIP,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM SEATING,Scope,Complete,15933,21058.0,21058.0,202.0,210.0,8.0,32.17
27,I.S. 53 - QUEENS,SCA CIP,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM SEATING,Design,Complete,79562,74014.0,74014.0,122.0,80.0,-42.0,-6.97
27,P.S. 56 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,18375,39878.0,39878.0,43.0,55.0,12.0,117.02
27,P.S. 56 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,73500,110142.0,98295.0,51.0,51.0,0.0,33.73
27,P.S. 56 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,17800,27547.0,27547.0,94.0,115.0,21.0,54.76
27,P.S. 56 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,80100,115376.0,102211.0,152.0,595.0,443.0,27.6
27,P.S. 56 - QUEENS,SCA CIP RESOA,FY21 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,24000,10503.0,10503.0,176.0,55.0,-121.0,-56.24
27,P.S. 62 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,110505,192691.0,166878.0,138.0,134.0,-4.0,51.01
27,P.S. 62 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,547485,397209.0,266525.0,155.0,174.0,19.0,-51.32
27,P.S. 62 - QUEENS,SCA CIP RESOA,FY20 RESO A COMPUTER LAB,Design,Complete,72000,74678.0,58807.0,172.0,181.0,9.0,-18.32
27,P.S. 63 - QUEENS,SCA CIP,RTU REPLACEMENT,Scope,Complete,19870,59530.0,59530.0,159.0,186.0,27.0,199.6
27,P.S. 63 - QUEENS,SCA CIP,RTU REPLACEMENT,Design,Complete,99350,353007.0,294848.0,150.0,371.0,221.0,196.78
27,P.S. 90 - QUEENS,SCA CIP,AUDITORIUM UPGRADE,Scope,Complete,27870,25449.0,25449.0,122.0,104.0,-18.0,-8.69
27,P.S. 90 - QUEENS,SCA CIP,AUDITORIUM UPGRADE,Design,Complete,102190,146069.0,145944.0,152.0,86.0,-66.0,42.82
27,P.S. 90 - QUEENS,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,Scope,Complete,83050,91254.0,91254.0,91.0,620.0,529.0,9.88
27,P.S. 90 - QUEENS,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,Design,Complete,415250,438755.0,349553.0,189.0,588.0,399.0,-15.82
27,P.S. 96 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING RENOVATION WORK / EXISTING BUILDING-AUDITORIUM / EXISTING BUILDING-CAFETERIA,Scope,Complete,1142001,765038.0,673538.0,399.0,407.0,8.0,-41.02
27,P.S. 96 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING RENOVATION WORK / EXISTING BUILDING-AUDITORIUM / EXISTING BUILDING-CAFETERIA,Design,Complete,5138999,2766588.0,1817462.0,169.0,427.0,258.0,-64.63
27,P.S. 96 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING RENOVATION WORK / EXISTING BUILDING-AUDITORIUM / EXISTING BUILDING-CAFETERIA,Construction,Complete,64808500,71805710.0,37099513.0,771.0,773.0,2.0,-42.76
27,P.S. 96 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING RENOVATION WORK / EXISTING BUILDING-AUDITORIUM / EXISTING BUILDING-CAFETERIA,"CM,Art,F&E",Complete,9136001,7127195.0,4519014.0,771.0,773.0,2.0,-50.54
27,P.S. 96 - QUEENS,SCA CIP,DEMOLITION,Design,Complete,68649,31719.0,31719.0,161.0,398.0,237.0,-53.8
27,P.S. 96 - QUEENS,SCA CIP,DEMOLITION,Design,Complete,149050,356566.0,323659.0,96.0,97.0,1.0,117.15
27,P.S. 97 - QUEENS,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY / RTU REPLACEMENT,Scope,Complete,94746,147366.0,129997.0,135.0,660.0,525.0,37.21
27,P.S. 97 - QUEENS,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY / RTU REPLACEMENT,Design,Complete,464365,444799.0,411971.0,154.0,163.0,9.0,-11.28
27,P.S. 97 - QUEENS,SCA CIP RESOA,FY21 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION,Design,Complete,55500,82134.0,80424.0,119.0,82.0,-37.0,44.91
27,P.S. 97 - QUEENS,SCA CIP RESOA,FY21 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION,Construction,Complete,814000,628659.0,568582.0,329.0,329.0,0.0,-30.15
27,P.S. 97 - QUEENS,SCA CIP RESOA,FY21 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION,"CM,F&E",Complete,172531,180144.0,165651.0,329.0,329.0,0.0,-3.99
27,P.S. 100 - QUEENS,SCA CIP,ROOFS / EMERGENCY GENERATOR / EXTERIOR MASONRY / WINDOWS / PARAPETS,Scope,Complete,162840,272979.0,246515.0,182.0,121.0,-61.0,51.38
27,P.S. 100 - QUEENS,SCA CIP,ROOFS / EMERGENCY GENERATOR / EXTERIOR MASONRY / WINDOWS / PARAPETS,Design,Complete,804579,472745.0,461724.0,238.0,168.0,-70.0,-42.61
27,P.S. 104 - QUEENS,SCA CIP,DOWNTOWN FAR ROCKAWAY REZONING PARK UPGRADES,Scope,Complete,13950,31091.0,31091.0,91.0,83.0,-8.0,122.87
27,P.S. 104 - QUEENS,SCA CIP,DOWNTOWN FAR ROCKAWAY REZONING PARK UPGRADES,Design,Complete,62775,81374.0,74898.0,141.0,217.0,76.0,19.31
27,P.S. 105 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY,Scope,Complete,44850,69697.0,32433.0,138.0,277.0,139.0,-27.69
27,P.S. 105 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY,Design,Complete,224250,326553.0,12055.0,154.0,159.0,5.0,-94.62
27,P.S. 108 - QUEENS,SCA CIP,PA SYSTEM REPLACEMENT,Scope,Complete,14880,3551.0,3551.0,91.0,96.0,5.0,-76.14
27,P.S. 108 - QUEENS,SCA CIP,PA SYSTEM REPLACEMENT,Design,Complete,66960,14206.0,14206.0,156.0,154.0,-2.0,-78.78
27,P.S. 114 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4575,5553.0,5553.0,125.0,69.0,-56.0,21.38
27,P.S. 114 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,20588,22212.0,22212.0,178.0,113.0,-65.0,7.89
27,P.S. 123 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Scope,Complete,16230,58517.0,58517.0,185.0,93.0,-92.0,260.55
27,P.S. 123 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Design,Complete,64920,171005.0,169001.0,185.0,182.0,-3.0,160.32
27,P.S. 123 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,239100,197674.0,197674.0,182.0,147.0,-35.0,-17.33
27,P.S. 123 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,1195500,343750.0,343750.0,218.0,152.0,-66.0,-71.25
27,P.S. 123 - QUEENS,SCA CIP RESOA,FY19 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,Complete,37599,97472.0,97366.0,122.0,486.0,364.0,158.96
27,P.S. 124 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,81210,126281.0,126281.0,156.0,36.0,-120.0,55.5
27,P.S. 124 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,324840,716031.0,664794.0,154.0,155.0,1.0,104.65
27,P.S. 124 - QUEENS,SCA CIP,HVAC CHILLER SYSTEM / FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,Scope,Complete,82346,49659.0,49659.0,125.0,177.0,52.0,-39.69
27,P.S. 124 - QUEENS,SCA CIP,HVAC CHILLER SYSTEM / FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,Design,Complete,403783,335819.0,272631.0,159.0,996.0,837.0,-32.48
27,P.S. 124 - QUEENS,SCA CIP,IPDVS INSTALLATION,Design,Complete,17100,22067.0,22067.0,176.0,124.0,-52.0,29.05
27,P.S. 124 - QUEENS,SCA CIP RESOA,FY21 RESO A ATHLETIC FIELDS,Design,Complete,184726,79477.0,71146.0,174.0,380.0,206.0,-61.49
27,M.S. 137 - QUEENS,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Design,Complete,22184,28065.0,28065.0,273.0,236.0,-37.0,26.51
27,M.S. 137 - QUEENS,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,Complete,325359,341938.0,290898.0,269.0,930.0,661.0,-10.59
27,M.S. 137 - QUEENS,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,"CM,F&E",Complete,22184,38586.0,37908.0,269.0,930.0,661.0,70.88
27,M.S. 137 - QUEENS,SCA CIP RESOA,FY20 RESO A GYMNASIUM UPGRADE,Design,Complete,32076,41455.0,40844.0,141.0,183.0,42.0,27.34
27,P.S. 146 - QUEENS,SCA CIP,EXTERIOR MASONRY / PARAPETS,Scope,Complete,17815,83009.0,57194.0,142.0,337.0,195.0,221.04
27,P.S. 146 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4425,1533.0,1533.0,125.0,45.0,-80.0,-65.36
27,P.S. 146 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,19913,6133.0,6133.0,180.0,61.0,-119.0,-69.2
27,P.S. 155 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,144558,109736.0,109206.0,141.0,153.0,12.0,-24.46
27,P.S. 155 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,576841,606067.0,553413.0,150.0,46.0,-104.0,-4.06
27,THE SCHOLARS ACADEMY - QUEENS,SCA CIP,ROOF REPLACEMENT / PARAPETS / EXTERIOR MASONRY,Scope,Complete,70940,88041.0,88041.0,136.0,256.0,120.0,24.11
27,THE SCHOLARS ACADEMY - QUEENS,SCA CIP,ROOF REPLACEMENT / PARAPETS / EXTERIOR MASONRY,Design,Complete,354701,386145.0,342930.0,152.0,230.0,78.0,-3.32
27,P.S. 183 - QUEENS,SCA CIP RESOA,FY19 RESO A PLAYGROUND / PATH OF TRAVEL RESO A PLAYGROUND,Design,Complete,76620,138194.0,102608.0,58.0,2.0,-56.0,33.92
27,P.S. 197 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE / FY21 RESO A PLAYGROUND UPGRADE / RETAINING WALL,Design,Complete,44818,52381.0,41220.0,120.0,66.0,-54.0,-8.03
27,P.S. 333 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Scope,Complete,85659,126169.0,126169.0,139.0,194.0,55.0,47.29
27,P.S. 333 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Design,Complete,425946,498752.0,404146.0,151.0,466.0,315.0,-5.12
27,P.S. 333 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4080,1163.0,1163.0,124.0,34.0,-90.0,-71.5
27,P.S. 333 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,18360,4650.0,4650.0,177.0,70.0,-107.0,-74.67
27,I.S. 202 - QUEENS,SCA CIP,FLOOD ELIMINATION / PARAPETS / ROOFS / EXTERIOR MASONRY / SIDEWALK REPAIR / WINDOWS,Scope,Complete,213666,204330.0,201540.0,182.0,129.0,-53.0,-5.68
27,I.S. 202 - QUEENS,SCA CIP,FLOOD ELIMINATION / PARAPETS / ROOFS / EXTERIOR MASONRY / SIDEWALK REPAIR / WINDOWS,Design,Complete,1057363,373260.0,372698.0,182.0,168.0,-14.0,-64.75
27,I.S. 202 - QUEENS,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,82125,70485.0,70485.0,159.0,137.0,-22.0,-14.17
27,I.S. 202 - QUEENS,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,410625,292732.0,267814.0,211.0,187.0,-24.0,-34.78
27,I.S. 202 - QUEENS,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,14789,15828.0,15828.0,122.0,94.0,-28.0,7.03
27,I.S. 202 - QUEENS,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,66551,69219.0,52153.0,151.0,128.0,-23.0,-21.63
27,P.S. 207 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY,Scope,Complete,37896,81772.0,73194.0,139.0,120.0,-19.0,93.14
27,P.S. 207 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY,Design,Complete,188387,198182.0,175977.0,155.0,181.0,26.0,-6.59
27,P.S. 207 - QUEENS,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,Complete,45000,62721.0,56457.0,124.0,83.0,-41.0,25.46
27,P.S. 362 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4615,777.0,777.0,120.0,6.0,-114.0,-83.16
27,P.S. 317 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,113791,253376.0,248313.0,138.0,514.0,376.0,118.22
27,P.S. 317 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,568955,400064.0,355660.0,154.0,143.0,-11.0,-37.49
27,P.S. 225 - QUEENS,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,3454,251.0,251.0,124.0,1.0,-123.0,-92.73
27,P.S. 225 - QUEENS,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,15543,1006.0,1006.0,181.0,118.0,-63.0,-93.53
27,EPIC HIGH SCHOOL - SOUTH,SCA CIP,SCIENCE LAB,Scope,Complete,36801,43438.0,43438.0,106.0,1124.0,1018.0,18.03
27,EPIC HIGH SCHOOL - SOUTH,SCA CIP,SCIENCE LAB,Design,Complete,184005,190368.0,176694.0,183.0,58.0,-125.0,-3.97
27,I.S. 226 - QUEENS,SCA CIP,RTU REPLACEMENT / ROOFS,Scope,Complete,72216,55373.0,55373.0,131.0,230.0,99.0,-23.32
27,I.S. 226 - QUEENS,SCA CIP,RTU REPLACEMENT / ROOFS,Design,Complete,357504,227797.0,187644.0,155.0,290.0,135.0,-47.51
27,P.S. 232 - QUEENS,SCA CIP,WATER INFILTRATION / PLANYC BOILER / PLANYC CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / EXTERIOR MASONRY,Scope,Complete,243681,219947.0,216136.0,135.0,133.0,-2.0,-11.3
27,P.S. 232 - QUEENS,SCA CIP,WATER INFILTRATION / PLANYC BOILER / PLANYC CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / EXTERIOR MASONRY,Design,Complete,967549,755815.0,655486.0,159.0,230.0,71.0,-32.25
27,P.S. 253 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5000,901.0,901.0,124.0,16.0,-108.0,-81.98
27,P.S. 253 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,22500,3606.0,3606.0,180.0,68.0,-112.0,-83.97
27,P.S. 254 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4124,562.0,562.0,122.0,11.0,-111.0,-86.37
27,P.S. 306 - QUEENS,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / ROOFS / FIRE ALARM PANEL,Scope,Complete,128835,282882.0,14954.0,152.0,141.0,-11.0,-88.39
27,P.S. 306 - QUEENS,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / ROOFS / FIRE ALARM PANEL,Design,Complete,638381,393964.0,39960.0,214.0,67.0,-147.0,-93.74
27,P.S. 306 - QUEENS,SCA CIP,IPDVS FULL CAMERA UPGRADE,Scope,Complete,2480,1463.0,1463.0,122.0,32.0,-90.0,-41.01
27,P.S. 306 - QUEENS,SCA CIP,IPDVS FULL CAMERA UPGRADE,Design,Complete,11160,5852.0,5852.0,177.0,76.0,-101.0,-47.56
27,P.S. 273 - QUEENS,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS,Scope,Complete,64756,150639.0,119606.0,152.0,138.0,-14.0,84.7
27,P.S. 273 - QUEENS,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS,Design,Complete,323780,569922.0,36226.0,151.0,71.0,-80.0,-88.81
27,AUGUST MARTIN HS - QUEENS,SCA CIP,ATHLETIC FIELD UPGRADE / PATH OF TRAVEL ATHLETIC FIELD UPGRADE / FIELD HOUSE,Scope,Complete,439294,1046675.0,1030855.0,906.0,901.0,-5.0,134.66
27,AUGUST MARTIN HS - QUEENS,SCA CIP,ATHLETIC FIELD UPGRADE / PATH OF TRAVEL ATHLETIC FIELD UPGRADE / FIELD HOUSE,Design,Complete,2193674,2450939.0,2347543.0,181.0,158.0,-23.0,7.01
27,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,SEA WALL / BULKHEAD REPAIR,Scope,Complete,166282,176449.0,174871.0,91.0,177.0,86.0,5.17
27,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,39968,96792.0,77384.0,135.0,338.0,203.0,93.61
27,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION,Design,Complete,199839,227987.0,208210.0,153.0,57.0,-96.0,4.19
27,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP RESOA,FY20 RESO A WEIGHT ROOM,Design,Complete,156382,96027.0,92399.0,141.0,203.0,62.0,-40.91
27,BEACH CHANNEL H.S.,SCA Emergency Lighting,LL 41/16 COMPLIANCE,Design,Complete,2600,6281.0,6281.0,165.0,138.0,-27.0,141.58
27,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,TENNIS COURT REMEDIATION,Scope,Complete,43620,82381.0,82381.0,122.0,87.0,-35.0,88.86
27,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,TENNIS COURT REMEDIATION,Design,Complete,218100,557678.0,501004.0,156.0,731.0,575.0,129.71
27,M.S. 282 - QUEENS,SCA CIP,PAVED AREAS CONCRETE- SIDEWALKS & COURTYARD,Scope,Complete,25550,127063.0,107450.0,91.0,60.0,-31.0,320.55
27,M.S. 282 - QUEENS,SCA CIP,PAVED AREAS CONCRETE- SIDEWALKS & COURTYARD,Design,Complete,127750,208414.0,192727.0,139.0,110.0,-29.0,50.86
27,M.S. 282 - QUEENS,SCA CIP,SWIMMING POOL / LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,Complete,83498,99922.0,99922.0,1133.0,1160.0,27.0,19.67
27,M.S. 282 - QUEENS,SCA CIP,SWIMMING POOL / LOW VOLTAGE ELECTRICAL SYSTEMS,Design,Complete,417490,296271.0,273816.0,154.0,7.0,-147.0,-34.41
27,ACAD. OF MEDICAL TECHNOLOGY - Q,SCA CIP RESOA,FY23 RESO A ELECTRICAL UPGRADE,Design,Complete,30000,16772.0,16772.0,156.0,169.0,13.0,-44.09
27,M.S. 282 - QUEENS,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL ROOM CONVERSION / FY20 RESO A ROBOTICS LAB,Design,Complete,187765,141899.0,128465.0,152.0,384.0,232.0,-31.58
27,RICHMOND HILL HS - QUEENS,SCA CIP,LOCKER ROOM UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / POOL WATER HEATER & FILTRATION,Scope,Complete,244246,217526.0,216718.0,907.0,907.0,0.0,-11.27
27,RICHMOND HILL HS - QUEENS,SCA CIP,LOCKER ROOM UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / POOL WATER HEATER & FILTRATION,Design,Complete,1216979,1400629.0,1241122.0,91.0,9.0,-82.0,1.98
27,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE / FY22 RESO A LIBRARY UPGRADE,Design,Complete,54701,145811.0,91707.0,125.0,56.0,-69.0,67.65
27,RICHMOND HILL H.S.,SCA Emergency Lighting,LL 41/16 COMPLIANCE,Design,Complete,2600,62101.0,62101.0,165.0,138.0,-27.0,2288.5
27,CURIOUS YOUNG LEARNERS PRE-K CENTER,SCA CIP,PLAYGROUND REDEVELOPMENT,Scope,Complete,8740,18719.0,18719.0,91.0,92.0,1.0,114.18
27,CURIOUS YOUNG LEARNERS PRE-K CENTER,SCA CIP,PLAYGROUND REDEVELOPMENT,Design,Complete,39330,73278.0,61977.0,136.0,171.0,35.0,57.58
27,JOHN ADAMS HS,SCA Emergency Lighting,LL 41/16 COMPLIANCE,Design,Complete,2600,25502.0,25502.0,165.0,138.0,-27.0,880.85
27,P.S. @ 101-11 104 STREET - QUEENS,SCA Lease Site Improvement,LEASE / LEASED SITE- MULTIPURPOSE ROOM UPGRADE,Scope,Complete,234660,227032.0,227032.0,132.0,132.0,0.0,-3.25
27,P.S. @ 101-11 104 STREET - QUEENS,SCA Lease Site Improvement,LEASE / LEASED SITE- MULTIPURPOSE ROOM UPGRADE,Design,Complete,1055970,577324.0,429248.0,155.0,173.0,18.0,-59.35
27,P.S. @ 120-08 JAMAICA AVENUE - QUEENS,SCA Capacity,NEW SCHOOL,Scope,Complete,1824024,1436643.0,1308022.0,155.0,155.0,0.0,-28.29
27,P.S. 47 - QUEENS,SCA CIP,PATH OF TRAVEL,Scope,Complete,2918,20436.0,284.0,92.0,77.0,-15.0,-90.27
27,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",SCA CIP,ROOFS / WINDOWS / PARAPETS,Scope,Complete,55627,72264.0,72264.0,139.0,257.0,118.0,29.91
27,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,Design,Complete,41805,78714.0,78714.0,153.0,344.0,191.0,88.29
27,SUCCESS ACADEMY CHARTER SCHOOL - SOUTH JAMAICA,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,2400,3740.0,3740.0,121.0,91.0,-30.0,55.83
